strain1,strain2,strain3,GCF_000164965.1_ASM16496v1_genomic,GCF_000299595.1_ASM29959v1_genomic,GCF_001020245.1_Bbif04v4_genomic,GCF_001020255.1_Bbif02v4_genomic,GCF_001020335.1_Bbif08v4_genomic,GCF_001020355.1_Bbif01v4_genomic,GCF_001595435.1_ASM159543v1_genomic,GCF_003390735.1_ASM339073v1_genomic,GCF_003436575.1_ASM343657v1_genomic,GCF_003437945.1_ASM343794v1_genomic,GCF_003470585.1_ASM347058v1_genomic,GCF_003573895.1_ASM357389v1_genomic,GCF_005844365.1_ASM584436v1_genomic,GCF_009075765.1_ASM907576v1_genomic,GCF_009159095.1_ASM915909v1_genomic,GCF_900112465.1_IMG.taxon_2654588208_annotated_assembly_genomic,GCF_900445665.1_55147_E01_genomic,GCF_901212485.1_NZ_Bifidobacterium_bifidum_MC1_genomic
g005528,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005529,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005530,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005531,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
g005532,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005533,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005534,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005535,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005536,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005539,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005540,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005541,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005542,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005543,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005544,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005545,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005547,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005548,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005549,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005553,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005556,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005557,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005558,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005562,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005563,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
g005564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005565,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005566,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005567,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005572,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005573,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005575,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
g005576,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005577,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005578,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005579,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005580,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005581,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005589,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005592,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005593,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005599,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005600,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005601,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005602,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005610,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005613,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
g005614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005629,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005631,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005632,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005635,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005636,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005637,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005641,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005643,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005645,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005646,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005647,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005648,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005649,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005650,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005651,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005652,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005656,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005657,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005660,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005668,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005669,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005670,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005671,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005672,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005673,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005674,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005675,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005677,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005678,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005684,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005689,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005692,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005693,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005694,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005703,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005704,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005705,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005706,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005707,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005710,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005711,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005712,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005744,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005745,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005750,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005752,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005759,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005760,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005762,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005765,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005768,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005769,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005771,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005777,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005787,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
g005788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005801,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005802,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005803,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005804,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005806,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005807,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005808,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005809,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005810,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005811,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005815,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005816,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005817,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005819,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005820,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005821,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005823,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005824,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005825,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005826,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005830,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
g005831,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005832,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005844,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005847,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005853,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005854,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005855,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005856,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005857,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005860,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
